0.02 47.681 46.705 45.934 45.382 45.062 44.991
0.04 48.64 47.571 46.944 46.82 47.273 48.399
0.06 49.644 48.475 48.023 48.448 49.98 52.958
0.08 50.697 49.421 49.18 50.319 53.411 59.474
0.1 51.802 50.41 50.426 52.51 57.969 69.763
0.12 52.963 51.446 51.776 55.139 64.433 88.944
0.14 54.184 52.532 53.248 58.389 74.54 139.24
0.16 55.47 53.673 54.865 62.579 93.121 NaN
0.18 56.827 54.872 56.658 68.291 140.5 NaN
0.2 58.261 56.135 58.669 76.748 567.51 NaN
