0 48.64 50.697 52.963 55.47 58.261
0.1 48.053 49.945 52.017 54.297 56.818
0.2 47.571 49.421 51.446 53.673 56.135
0.3 47.199 49.153 51.327 53.767 56.536
0.4 46.944 49.18 51.776 54.865 58.669
0.5 46.815 49.548 52.96 57.472 64.012
0.6 46.82 50.319 55.139 62.579 76.748
0.7 46.969 51.572 58.726 72.403 115.08
0.8 47.273 53.411 64.433 93.121 NaN
0.9 47.745 55.98 73.582 NaN NaN
1 48.399 59.474 88.944 NaN NaN
