0 51.802 51.802 51.802 51.802 51.802 51.802
0.1 49.27 50.447 50.705 50.957 51.216 51.485
0.2 46.8 49.206 49.798 50.41 51.07 51.792
0.3 44.389 48.08 49.098 50.21 51.483 52.967
0.4 42.034 47.07 48.624 50.426 52.631 55.418
0.5 39.735 46.179 48.399 51.15 54.791 59.888
0.6 37.489 45.409 48.455 52.51 58.413 67.887
0.7 35.295 44.763 48.828 54.692 64.286 83.008
0.8 33.15 44.246 49.564 57.969 73.925 116.41
0.9 31.053 43.861 50.725 62.763 90.662 NaN
1 29.002 43.615 52.386 69.763 123.51 NaN
